Unnamed: 0,Car_index,Cultivar,r,g,b,r_std,g_std,b_std
0,A_01_01,둔내벼,"[85.41869743, 86.32889325, 89.95770932, 89.10121564, 87.09541876, 87.22188623, 86.7365991, 87.09795543, 85.72463107, 84.83063449, 83.29421151, 83.47662639, 81.78670332, 80.45434632, 82.98696793, 83.44322957, 83.21462286, 81.96345341, 82.17705651, 82.8883225, 83.15307471, 83.87915417, 83.20070828, 85.08103072, 87.08544377, 86.87480775, 87.71104578, 91.05490207, 93.16400862, 97.45406212, 96.75561088, 98.30226666, 100.704863, 103.5788163, 120.3810104, 138.0513267, 142.5920504, 146.6767387, 151.5899982, 154.0748196, 157.7737636]","[109.4074833, 109.9149223, 114.297577, 114.5035823, 110.5564957, 111.3378502, 110.0691476, 110.2729522, 108.9393223, 107.1339239, 104.8024617, 104.7804302, 102.7399093, 101.0208698, 103.9352106, 104.3580723, 104.1688273, 102.6220574, 102.6740488, 103.3315515, 103.4875917, 104.2691021, 101.6782578, 105.5633867, 107.7419696, 107.3385869, 108.3633149, 111.8292173, 113.7436826, 117.6796943, 116.3841686, 117.2373175, 119.3608754, 121.0883408, 135.0052097, 149.0508694, 152.1952902, 154.76023, 158.2339792, 159.5969455, 161.9551303]","[90.29210697, 89.1170585, 90.48670806, 90.88210594, 89.4787923, 85.92626614, 85.57603247, 85.78180525, 84.15980969, 83.04368292, 81.37242071, 81.27543788, 79.82723357, 78.48409632, 79.61141902, 80.27137108, 79.7077562, 78.29109249, 77.87486269, 77.98997729, 77.26708342, 77.25836868, 74.94363027, 76.63019201, 77.49027973, 76.75384202, 77.32101121, 79.08725306, 80.32927401, 83.48489001, 83.05517548, 83.61218168, 84.7737853, 85.21964764, 93.08850802, 101.3852459, 103.947786, 105.9799523, 108.8844234, 110.5947243, 112.9803202]","[0.299590384, 0.302525332, 0.305208321, 0.302564272, 0.303330214, 0.306594649, 0.30716075, 0.307600639, 0.307450951, 0.30846579, 0.309104878, 0.309708952, 0.309383444, 0.309488226, 0.3113565, 0.311270928, 0.311558827, 0.311794402, 0.312786197, 0.313721544, 0.315083868, 0.316040167, 0.320221218, 0.318328145, 0.319793557, 0.320610007, 0.320821253, 0.322922505, 0.32434547, 0.326349554, 0.326661914, 0.328603331, 0.330353695, 0.334247263, 0.345451193, 0.355355957, 0.357610958, 0.360016315, 0.362041932, 0.36315576, 0.364618451]","[0.383726643, 0.385178671, 0.387788572, 0.388824022, 0.385038915, 0.39136495, 0.38978842, 0.389446921, 0.390710322, 0.38956623, 0.38892201, 0.388748787, 0.388645411, 0.38860262, 0.389951629, 0.389290229, 0.390012194, 0.390381099, 0.390802819, 0.391096513, 0.392135478, 0.392865484, 0.39133724, 0.394962271, 0.39564807, 0.396131238, 0.39636119, 0.396597769, 0.395992495, 0.394080195, 0.392930962, 0.391899132, 0.391553149, 0.390750232, 0.387417505, 0.383669723, 0.381695216, 0.379857149, 0.377909731, 0.376171462, 0.374281677]","[0.316682973, 0.312295996, 0.307003107, 0.308611706, 0.311630871, 0.3020404, 0.30305083, 0.30295244, 0.301838727, 0.301967979, 0.301973111, 0.301542261, 0.301971145, 0.301909155, 0.298691871, 0.299438843, 0.29842898, 0.297824498, 0.296410984, 0.295181943, 0.292780653, 0.291094349, 0.288441542, 0.286709584, 0.284558373, 0.283258755, 0.282817557, 0.280479725, 0.279662034, 0.279570251, 0.280407124, 0.279497537, 0.278093156, 0.275002505, 0.267131302, 0.26097432, 0.260693827, 0.260126536, 0.260048337, 0.260672778, 0.261099872]"
1,A_01_02,삼천벼,"[83.57289393, 84.75624061, 85.46759915, 86.34379719, 85.61672436, 83.21965212, 88.28292812, 85.82068411, 86.65174903, 85.88482106, 83.77035031, 83.86634473, 82.41233143, 80.16960699, 81.79199639, 82.70396838, 83.35377773, 81.55539452, 80.71505635, 81.90126139, 81.29607403, 81.51584061, 81.59088336, 84.41935627, 86.41716171, 86.43776079, 87.17096346, 89.43261796, 91.18367869, 89.69038011, 89.33160862, 91.05576372, 93.69827931, 96.05360783, 103.7696505, 115.2989627, 119.0441465, 122.0609558, 125.3629771, 128.2689955, 132.3882631]","[107.0429943, 108.337458, 108.6511154, 111.3659833, 109.4258777, 106.4273489, 111.7902919, 107.8893155, 109.1812318, 108.3400177, 105.308493, 105.752192, 104.0979252, 101.1406283, 103.5154002, 104.3067475, 105.0495512, 102.6505537, 101.4531546, 102.6998605, 102.0396562, 102.1650222, 100.3012996, 105.0102425, 106.8289194, 106.4378402, 107.6314934, 110.1283094, 111.731357, 109.3111866, 108.7995622, 110.0921161, 112.6915042, 114.5882905, 121.205194, 131.3618819, 134.4782032, 136.4774424, 139.3007249, 141.2293684, 144.7722764]","[86.06918376, 86.73270868, 86.84180241, 86.52709374, 85.28302841, 84.53308884, 86.61139931, 87.19168356, 84.5818294, 84.3430411, 82.13961492, 82.24343959, 82.09770296, 78.7109762, 79.28289566, 79.82046052, 80.80869807, 78.20927046, 77.04924411, 77.64477408, 76.45610931, 75.84252212, 74.31532281, 77.23776023, 77.86551842, 77.0688137, 77.53063726, 78.83887786, 79.41604071, 78.07878354, 77.82209922, 78.80878456, 80.64198927, 81.43247009, 84.9168025, 90.64859083, 92.57996796, 93.79365879, 95.57809374, 96.80551213, 98.83846646]","[0.302050607, 0.302888642, 0.3041979, 0.303774088, 0.305418824, 0.303521865, 0.307944418, 0.305518583, 0.309012741, 0.308308413, 0.308866701, 0.308488689, 0.306812693, 0.308319489, 0.309126974, 0.30994867, 0.3096213, 0.310787594, 0.311379711, 0.312307123, 0.312927743, 0.314098248, 0.318456257, 0.316571764, 0.318751252, 0.320205776, 0.320089498, 0.321238077, 0.322967205, 0.32369809, 0.323720058, 0.325249495, 0.326438702, 0.328866954, 0.334857849, 0.34181956, 0.343956513, 0.34643727, 0.347996758, 0.350171002, 0.352097375]","[0.386876652, 0.387159522, 0.38671311, 0.391806952, 0.390352739, 0.388165855, 0.389941714, 0.384082125, 0.389356153, 0.388917839, 0.388279226, 0.388992214, 0.387545944, 0.388970683, 0.391229018, 0.390909147, 0.390211212, 0.391176069, 0.391382419, 0.391616655, 0.392774678, 0.393664032, 0.391484626, 0.393787387, 0.394040386, 0.394295397, 0.395220029, 0.395576101, 0.395745868, 0.394510786, 0.394268067, 0.393246992, 0.39260986, 0.392325732, 0.391121204, 0.389440283, 0.388550427, 0.387354598, 0.386686738, 0.385552482, 0.385033668]","[0.311072741, 0.309951836, 0.30908899, 0.30441896, 0.304228437, 0.308312281, 0.302113868, 0.310399292, 0.301631106, 0.302773748, 0.302854074, 0.302519097, 0.305641363, 0.302709828, 0.299644008, 0.299142183, 0.300167489, 0.298036337, 0.29723787, 0.296076222, 0.294297579, 0.292237719, 0.290059117, 0.289640849, 0.287208362, 0.285498827, 0.284690473, 0.283185823, 0.281286926, 0.281791125, 0.282011875, 0.281503513, 0.280951438, 0.278807314, 0.274020947, 0.268740158, 0.26749306, 0.266208132, 0.265316504, 0.264276516, 0.262868957]"
2,A_01_03,금오벼2호,"[83.64992826, 83.70186735, 83.48175149, 82.66626447, 77.3597443, 79.63629715, 79.82391906, 79.83186006, 77.40768946, 78.49532686, 79.24535767, 78.58983973, 77.14931565, 75.88817176, 76.65528083, 76.61119868, 77.67534284, 77.61691647, 78.91766812, 80.5041452, 82.13169008, 83.80278278, 84.5613926, 86.45338687, 88.99008444, 89.79278246, 90.60093881, 94.91953266, 97.12025301, 94.89212863, 92.58991781, 91.85819991, 93.01836957, 93.7720593, 99.21536322, 104.5364674, 106.5215128, 108.2014881, 110.0134415, 112.090093, 115.3137626]","[107.5970643, 106.7669028, 106.4591427, 106.7249849, 99.36800969, 101.8341676, 101.6737148, 102.0581822, 99.06958287, 100.5208159, 100.9593246, 99.60966792, 98.10210887, 96.68964672, 97.58958386, 96.98952168, 98.51951491, 98.32364383, 99.73085952, 101.3745188, 103.0438349, 104.779286, 103.8142015, 107.5648864, 109.9738265, 110.5442244, 111.5234408, 116.2093102, 118.1545315, 115.0122252, 111.8887077, 110.3144481, 111.2045015, 111.2189079, 115.9979782, 120.8657688, 122.5249263, 123.6153224, 125.1871706, 126.846109, 129.4750285]","[86.01202958, 84.73116549, 84.42375306, 83.29986498, 78.09289201, 78.32840684, 78.12891728, 77.22779941, 75.73531042, 76.09428138, 76.62285406, 76.44667077, 75.02838598, 73.34041748, 73.92106384, 73.78169365, 73.35310776, 72.99495681, 74.0705117, 74.69555073, 75.16778556, 75.47424744, 74.30934081, 76.41652111, 77.56196172, 77.52126525, 77.69666459, 80.22317926, 81.15903736, 79.93908234, 78.02747828, 77.15230865, 77.87765439, 77.89273256, 80.84715016, 83.83895666, 84.81399941, 85.50309821, 86.54344003, 87.57703602, 89.25721406]","[0.301703179, 0.304149298, 0.30427299, 0.303149828, 0.303585073, 0.306530574, 0.307456686, 0.308090942, 0.306914463, 0.30769157, 0.308554756, 0.308623676, 0.308252254, 0.308591071, 0.308887208, 0.309687328, 0.31126418, 0.311795269, 0.312274328, 0.313765533, 0.315474555, 0.317367083, 0.321911847, 0.319682928, 0.321814677, 0.323160372, 0.323781719, 0.325789854, 0.327628785, 0.327390987, 0.32774484, 0.328857833, 0.329734833, 0.331486259, 0.335118552, 0.338041858, 0.339391334, 0.340985501, 0.341928439, 0.343294176, 0.345203238]","[0.388074168, 0.38796122, 0.388020628, 0.391376834, 0.389952742, 0.391973094, 0.391615243, 0.393867831, 0.392801905, 0.39402865, 0.393101635, 0.39116891, 0.391969726, 0.393178027, 0.393243281, 0.392063122, 0.394791898, 0.394976358, 0.394631365, 0.395107976, 0.395799818, 0.396806588, 0.395204245, 0.397747955, 0.397698145, 0.397843921, 0.398552729, 0.398862206, 0.39858654, 0.396808107, 0.396057664, 0.394932302, 0.394201682, 0.393161246, 0.391804991, 0.390846277, 0.390380281, 0.389560563, 0.389089308, 0.38848688, 0.387596398]","[0.310222654, 0.307889482, 0.307706382, 0.305473338, 0.306462185, 0.301496332, 0.300928071, 0.298041227, 0.300283632, 0.298279781, 0.298343609, 0.300207414, 0.29977802, 0.298230903, 0.297869511, 0.29824955, 0.293943922, 0.293228374, 0.293094307, 0.291126491, 0.288725627, 0.285826329, 0.282883907, 0.282569117, 0.280487178, 0.278995708, 0.277665552, 0.275347941, 0.273784674, 0.275800906, 0.276197495, 0.276209865, 0.276063486, 0.275352495, 0.273076457, 0.271111865, 0.270228385, 0.269453935, 0.268982253, 0.268218944, 0.267200364]"
3,A_01_04,흑진주,"[82.26871036, 84.33391885, 85.95488638, 83.12490107, 80.38307806, 77.27234716, 81.8844648, 82.65147513, 83.59121998, 82.96736243, 80.7800826, 82.04490201, 80.09780716, 78.00785889, 79.61937711, 80.69554018, 80.98660333, 80.89787883, 82.11841823, 84.17483652, 85.56673333, 87.26802763, 87.92756618, 90.40879524, 94.2673659, 95.9781054, 97.71750938, 101.5124123, 103.8866622, 106.4221322, 106.3614902, 108.5174914, 111.0356361, 111.5572488, 118.8754568, 125.220932, 127.677924, 130.3218123, 134.5753399, 137.2265248, 139.5013972]","[105.890592, 108.2465016, 109.2205555, 106.9805071, 102.2345822, 98.83635719, 104.6501884, 104.6983505, 106.4422884, 105.5767432, 102.4035087, 104.034741, 101.743833, 98.96424138, 100.637316, 102.0782927, 102.3426896, 102.109978, 103.1863665, 105.551554, 106.7756426, 108.3177062, 106.7042453, 110.7073638, 114.3153456, 115.4434775, 117.3080497, 120.6372882, 122.8034454, 125.2215005, 125.1547727, 126.2232362, 127.6845675, 126.3631946, 129.8120899, 133.8726309, 135.4167211, 136.9709056, 140.0436641, 141.4963776, 143.4727952]","[84.79820296, 84.01416945, 84.74495025, 85.01445112, 79.24182966, 76.18392205, 78.82041854, 80.26741566, 80.22955671, 79.4829662, 78.03280919, 78.06735194, 76.22630048, 74.09637233, 75.42793235, 75.62259401, 75.67261615, 75.35396404, 76.00279557, 78.12308471, 77.50199538, 77.77138648, 76.65907066, 78.63497739, 80.60029443, 80.57737302, 81.62595552, 83.6070283, 84.6330405, 87.25090692, 87.93307509, 90.46655717, 90.74689383, 92.06388078, 93.90737566, 96.87051874, 98.43435135, 99.81719952, 102.1019454, 103.3717839, 104.6717877]","[0.301397502, 0.304900826, 0.307069041, 0.302140679, 0.306970269, 0.30628064, 0.30858451, 0.308842116, 0.309295759, 0.309548442, 0.30924583, 0.3106032, 0.310374884, 0.310703523, 0.311396811, 0.312293561, 0.312687283, 0.31311855, 0.31425961, 0.314261719, 0.317096602, 0.319245489, 0.324108077, 0.323175793, 0.325978235, 0.328693317, 0.329401687, 0.332003854, 0.333693986, 0.333722027, 0.332952608, 0.333687148, 0.337015857, 0.338068328, 0.34698546, 0.351779683, 0.353160951, 0.354993984, 0.357228182, 0.35914272, 0.359868035]","[0.387938012, 0.39135437, 0.390184347, 0.388850545, 0.390417709, 0.391752857, 0.394377947, 0.391224235, 0.393846967, 0.393903282, 0.392025572, 0.393851692, 0.394252121, 0.394172316, 0.393599403, 0.395045295, 0.395142607, 0.395220848, 0.394884704, 0.394070416, 0.395693422, 0.396249807, 0.393320426, 0.395735171, 0.395304507, 0.395355789, 0.395440589, 0.394553175, 0.394456519, 0.392673705, 0.391782852, 0.388131638, 0.387548767, 0.382936962, 0.378908388, 0.376084661, 0.374566694, 0.37310598, 0.371743765, 0.370317575, 0.370112945]","[0.310664486, 0.303744804, 0.302746612, 0.309008777, 0.302612022, 0.301966503, 0.297037543, 0.299933649, 0.296857274, 0.296548276, 0.298728598, 0.295545107, 0.295372995, 0.295124161, 0.295003785, 0.292661144, 0.29217011, 0.291660601, 0.290855686, 0.291667865, 0.287209976, 0.284504704, 0.282571497, 0.281089036, 0.278717258, 0.275950894, 0.275157724, 0.273442971, 0.271849495, 0.273604267, 0.27526454, 0.278181214, 0.275435376, 0.27899471, 0.274106151, 0.272135656, 0.272272355, 0.271900035, 0.271028053, 0.270539705, 0.27001902]"
4,A_01_05,운두벼,"[91.09699625, 89.14390893, 91.29344602, 91.51368764, 87.59690221, 86.4476481, 89.32524531, 87.26129823, 87.89040474, 88.10787031, 84.98747041, 84.04946189, 85.24601702, 83.99366355, 86.014292, 86.6126114, 87.78672887, 89.58638091, 91.26564203, 93.34878365, 93.78231147, 94.79408478, 95.95620003, 98.55921329, 101.7937345, 102.8384217, 104.1482446, 107.0104081, 108.5568071, 107.4881375, 106.4063869, 106.338872, 109.490983, 111.9339626, 124.0385991, 136.3578325, 139.4867141, 143.2051227, 146.2712475, 148.4918017, 151.3252465]","[116.3218085, 114.0476215, 116.7358498, 116.619654, 112.031132, 110.3634303, 113.2118274, 110.4828321, 111.0312646, 111.1887934, 107.398498, 105.9173555, 107.7166921, 106.0929076, 108.2567384, 108.7779331, 110.2287293, 112.5773403, 114.5487617, 116.7186761, 116.8507024, 118.0067785, 117.1755185, 121.6337441, 124.7744142, 125.5552422, 127.1803472, 129.6858424, 130.8843738, 129.0030096, 127.4397583, 126.4137921, 128.9752316, 130.1015463, 139.9444664, 149.9907132, 152.374072, 155.14417, 157.6535774, 158.9435096, 161.1720241]","[93.32306008, 90.39089343, 91.5758807, 94.20045124, 88.16185779, 85.20190972, 86.99091625, 84.93093349, 85.62440832, 85.10295984, 82.04605789, 81.28741912, 81.72608437, 79.93680731, 81.18185743, 81.61520844, 81.86042942, 82.26734118, 83.2012391, 83.89048528, 83.73740394, 83.47580441, 82.60948992, 85.08569746, 86.73273553, 86.99664943, 87.73105472, 89.63277405, 90.43242682, 89.92923644, 89.06639259, 88.73397772, 90.42199192, 91.30804553, 97.08493642, 103.5973533, 105.5403136, 107.7989417, 109.7787335, 110.1668245, 111.5157354]","[0.302907599, 0.303641845, 0.304712512, 0.302690899, 0.304377967, 0.306537825, 0.308520242, 0.308698252, 0.30887934, 0.309803048, 0.309684958, 0.309854928, 0.310336712, 0.311060709, 0.312264985, 0.312674414, 0.313663065, 0.314966938, 0.315780977, 0.317558294, 0.31858606, 0.319951232, 0.324460025, 0.322849999, 0.324907269, 0.326067153, 0.326422491, 0.327921821, 0.329086064, 0.329293582, 0.329520766, 0.330772288, 0.332912463, 0.335791591, 0.343532516, 0.349683976, 0.350997303, 0.352593242, 0.35356536, 0.355581998, 0.356888219]","[0.386782893, 0.388468833, 0.389632286, 0.385731456, 0.389280983, 0.391341658, 0.391022049, 0.390847465, 0.390204868, 0.390959707, 0.391348267, 0.390472631, 0.392140832, 0.392902675, 0.393013627, 0.392691964, 0.39384861, 0.395798333, 0.396341044, 0.397059097, 0.39695124, 0.398299263, 0.396209643, 0.398435142, 0.398257459, 0.398094795, 0.398609942, 0.397408237, 0.396771281, 0.395205128, 0.394657201, 0.393216313, 0.392155234, 0.390292671, 0.387584792, 0.38464493, 0.383426398, 0.38198903, 0.381078611, 0.380609906, 0.380111039]","[0.310309508, 0.307889322, 0.305655202, 0.311577645, 0.30634105, 0.302120517, 0.300457709, 0.300454282, 0.300915792, 0.299237245, 0.298966775, 0.299672441, 0.297522456, 0.296036616, 0.294721388, 0.294633622, 0.292488324, 0.289234729, 0.287877979, 0.285382609, 0.2844627, 0.281749505, 0.279330332, 0.27871486, 0.276835272, 0.275838051, 0.274967567, 0.274669941, 0.274142656, 0.275501289, 0.275822033, 0.276011399, 0.274932303, 0.273915737, 0.268882692, 0.265671093, 0.2655763, 0.265417728, 0.265356029, 0.263808096, 0.263000742]"
5,A_01_06,중산,"[89.82147209, 89.14850984, 91.21567826, 88.00357999, 81.47059093, 80.8044932, 84.76952646, 81.84572578, 83.5356193, 83.27423162, 79.64888268, 79.79946509, 79.54226495, 77.21168154, 78.73007547, 80.94351945, 82.26589179, 83.04129172, 84.04034764, 85.98937688, 87.49471283, 90.11632966, 90.85272364, 93.73324439, 96.49699379, 98.2912158, 99.63847642, 103.7296068, 103.7718517, 103.0160061, 101.6102569, 101.4292429, 104.6888625, 106.8900516, 116.4726225, 122.2158064, 122.9542826, 123.0861739, 124.8142677, 126.7299659, 128.8495626]","[115.0988301, 114.057798, 116.6849225, 113.6171434, 104.3661425, 103.2450978, 107.6440089, 104.248415, 106.5351392, 105.8644132, 101.2013999, 101.5432119, 101.0645178, 97.99276908, 99.92400079, 102.7224539, 104.0107626, 104.866647, 106.0196565, 108.3760701, 110.011055, 113.1208639, 111.9544538, 116.9185602, 119.5051138, 121.3333984, 122.9681397, 127.017415, 126.6819511, 125.0013055, 123.1451308, 121.697601, 124.6050777, 125.5187003, 133.1018324, 137.6127256, 137.784611, 137.4079377, 138.9544819, 140.2778896, 142.2259221]","[94.45125518, 90.86957465, 91.32782932, 91.65902259, 81.05232047, 80.79039971, 83.82787742, 80.44573887, 81.40417804, 80.34382782, 76.91129908, 76.33085623, 75.96101882, 73.16464866, 73.87301402, 75.38859363, 75.92155467, 76.28014955, 76.13832656, 76.95893859, 77.24898236, 78.54468815, 77.40936655, 79.99783126, 81.32191797, 82.19489587, 82.99667633, 84.93642895, 84.38682898, 83.89050861, 82.84620523, 82.36740489, 84.18905323, 84.95659271, 90.4499462, 94.55148416, 94.66671949, 94.75711821, 96.1162656, 97.18944779, 98.78921774]","[0.30003342, 0.30314798, 0.304836269, 0.300067022, 0.305260144, 0.305106842, 0.306867553, 0.307067467, 0.307710245, 0.309015391, 0.309002149, 0.309692129, 0.310024346, 0.31087475, 0.31176883, 0.312457412, 0.313754591, 0.314326404, 0.315705765, 0.316924617, 0.318446588, 0.319808815, 0.324223268, 0.322495654, 0.324551619, 0.325662234, 0.326038622, 0.328587408, 0.329601205, 0.330277087, 0.330330724, 0.332016866, 0.333953882, 0.336804423, 0.342541953, 0.344872173, 0.345954814, 0.346476419, 0.346817073, 0.347970632, 0.348369449]","[0.384468154, 0.387851588, 0.389952661, 0.387401943, 0.39104692, 0.389839531, 0.389673684, 0.391117513, 0.392430847, 0.392843409, 0.392616305, 0.394076996, 0.393909591, 0.394544931, 0.395696163, 0.396528249, 0.39668754, 0.396939346, 0.398273183, 0.399433578, 0.400397281, 0.401448323, 0.399528351, 0.402266323, 0.401935611, 0.402006479, 0.402378321, 0.402356901, 0.402368495, 0.400763615, 0.400339704, 0.398362985, 0.397485925, 0.395502226, 0.391447884, 0.388319655, 0.387682709, 0.386790885, 0.386107996, 0.385170039, 0.384534997]","[0.315498426, 0.309000432, 0.30521107, 0.312531035, 0.303692936, 0.305053627, 0.303458763, 0.301815019, 0.299858908, 0.2981412, 0.298381545, 0.296230875, 0.296066063, 0.29458032, 0.292535007, 0.291014339, 0.289557869, 0.28873425, 0.286021052, 0.283641805, 0.28115613, 0.278742862, 0.276248381, 0.275238023, 0.273512771, 0.272331288, 0.271583057, 0.269055691, 0.2680303, 0.268959299, 0.269329572, 0.269620149, 0.268560193, 0.267693351, 0.266010163, 0.266808172, 0.266362477, 0.266732696, 0.267074931, 0.266859329, 0.267095554]"
6,A_01_07,새상주,"[86.74354965, 83.46184448, 86.50012296, 83.37777649, 79.51374938, 82.06425275, 82.23599998, 81.80703697, 83.28230496, 80.74735755, 78.7605414, 78.55934704, 79.00109263, 78.17690866, 79.9676693, 80.37415169, 80.53772873, 81.661613, 83.61667316, 85.9653071, 88.42221762, 90.0754121, 91.14577163, 93.04958352, 94.98819716, 97.01562485, 99.1253733, 104.1529791, 108.0424448, 107.4418823, 106.5672581, 107.6373309, 110.3259984, 113.1932283, 119.6027932, 125.3005863, 127.458319, 128.6979327, 130.6678265, 130.8483492, 133.6194573]","[111.0139432, 106.8909946, 110.2974834, 107.1129396, 101.8976069, 105.0648124, 105.1243906, 104.1213905, 105.4331455, 103.0416551, 99.77886495, 99.35403761, 99.99750473, 99.07006694, 100.9258566, 101.2008863, 101.4810198, 102.7271661, 104.8454219, 107.3413601, 110.2880958, 112.1112227, 111.2156145, 114.9118654, 116.3665847, 118.3611031, 120.5794934, 125.2768405, 128.6072069, 126.4060154, 124.7935141, 124.5834066, 126.8298999, 128.1754, 132.7438359, 136.9352565, 138.3245709, 139.2079143, 140.6564732, 140.4086323, 142.6739253]","[91.2737816, 86.35240506, 84.93442085, 84.95459278, 81.11190241, 82.31664939, 81.35136977, 80.53703888, 82.22265013, 78.13720173, 77.11817414, 76.41257327, 76.18024892, 75.07101012, 75.72752715, 76.49960083, 76.25702619, 76.85761155, 77.76514288, 78.58896954, 80.00492303, 80.33032258, 79.45696999, 81.04746209, 81.36771695, 82.12910106, 83.42287945, 85.30780233, 87.53508038, 87.17602855, 86.4788493, 86.74204685, 89.02335085, 89.60265447, 93.35762952, 96.65047076, 98.01137784, 98.87494421, 100.1815072, 100.3702362, 102.2000804]","[0.300118213, 0.30162726, 0.307029782, 0.302701748, 0.302882685, 0.304566925, 0.306037964, 0.307008027, 0.307384989, 0.308282841, 0.308070433, 0.308892367, 0.309591072, 0.309834863, 0.311617727, 0.311437622, 0.311828428, 0.312584655, 0.314080084, 0.316170234, 0.317249314, 0.318831878, 0.32342028, 0.32196095, 0.324499133, 0.326096551, 0.327008578, 0.330920017, 0.333274316, 0.334684968, 0.33528626, 0.337460469, 0.33823733, 0.342003171, 0.345968527, 0.349137266, 0.350358239, 0.350885149, 0.351724856, 0.35209571, 0.353029762]","[0.384089727, 0.386299128, 0.391497852, 0.388871896, 0.388146968, 0.389929424, 0.391216188, 0.390750036, 0.389141082, 0.393399551, 0.390283225, 0.3906563, 0.391872235, 0.392639735, 0.393287516, 0.392138053, 0.392917299, 0.393219466, 0.39381929, 0.394788829, 0.39570171, 0.396830065, 0.394635807, 0.397606652, 0.397532083, 0.397844652, 0.397784416, 0.398035798, 0.396709635, 0.39375886, 0.392630451, 0.390589162, 0.388834974, 0.387270457, 0.38398091, 0.381556084, 0.380227461, 0.379539817, 0.378611776, 0.377821176, 0.376952152]","[0.31579206, 0.312073612, 0.301472366, 0.308426356, 0.308970347, 0.30550365, 0.302745848, 0.302241938, 0.30347393, 0.298317608, 0.301646343, 0.300451334, 0.298536693, 0.297525402, 0.295094756, 0.296424326, 0.295254273, 0.294195879, 0.292100626, 0.289040937, 0.287048975, 0.284338056, 0.281943913, 0.280432398, 0.277968784, 0.276058796, 0.275207006, 0.271044185, 0.270016049, 0.271556172, 0.272083288, 0.271950369, 0.272927696, 0.270726372, 0.270050563, 0.26930665, 0.2694143, 0.269575034, 0.269663368, 0.270083114, 0.270018086]"
7,A_01_08,만호,"[86.44495114, 86.89442766, 88.24341259, 85.29450682, 86.52839921, 85.26691648, 85.74384197, 87.39280994, 85.28688415, 83.24121286, 82.95345931, 82.02373734, 81.14948226, 79.79637541, 81.26644434, 81.48938886, 83.50825061, 83.48340076, 83.59951568, 85.51328228, 87.07800603, 88.32382459, 89.28830214, 90.98258578, 94.24533696, 95.48622549, 97.46130644, 101.4927219, 104.2648446, 106.4607664, 105.041446, 106.5067446, 108.4682252, 113.8229305, 128.514836, 146.6473989, 151.1675131, 155.219838, 160.109682, 162.3798888, 165.6794472]","[110.734202, 111.2349782, 111.7823146, 110.0352089, 110.6492519, 108.5974074, 108.6579171, 110.2473543, 108.1476906, 105.2962955, 104.9608566, 103.8473764, 102.7706623, 100.7604766, 102.5041087, 102.8101868, 105.4548494, 105.1267568, 105.2871931, 107.4990699, 109.0674613, 110.4206573, 109.401232, 113.0371741, 115.9624065, 117.2643816, 119.4959366, 123.3183311, 125.8297771, 126.973775, 124.7260779, 125.2887928, 126.6645444, 130.3874209, 142.5536352, 157.3514305, 160.6726095, 162.9937946, 166.5004568, 167.4873831, 169.6629567]","[91.50566775, 92.08316549, 89.73077721, 84.38456401, 85.84952003, 83.96163116, 84.45675633, 85.28215768, 83.43816595, 80.47691028, 79.37531368, 78.67454606, 77.65348997, 76.18490862, 77.64278297, 77.28904694, 78.24302101, 78.17616412, 77.25664423, 77.93853972, 78.53161954, 78.9503093, 78.3185184, 79.63433447, 80.83025539, 81.200828, 82.34643331, 84.52070505, 85.89349073, 87.86470122, 86.97311278, 87.58235077, 88.55994123, 91.1089833, 99.17192095, 108.1692869, 111.3229811, 113.6030626, 116.9869212, 118.9761014, 120.8946242]","[0.299444047, 0.299416484, 0.304543336, 0.304934403, 0.305724708, 0.30690767, 0.307481526, 0.308893301, 0.308036407, 0.309430302, 0.310350459, 0.310055124, 0.31023571, 0.310804036, 0.310873369, 0.311517328, 0.312523719, 0.312922343, 0.314114611, 0.315604358, 0.317019548, 0.31806079, 0.322331071, 0.320751886, 0.323824852, 0.324836739, 0.325626827, 0.328103143, 0.329964453, 0.331344592, 0.331632364, 0.333481899, 0.335096286, 0.339446369, 0.347111873, 0.355795107, 0.357232263, 0.359457704, 0.360934949, 0.361774059, 0.36314336]","[0.383581657, 0.383287938, 0.385780174, 0.39338431, 0.39094922, 0.390882873, 0.389652498, 0.389673581, 0.390604327, 0.391415062, 0.392685855, 0.392549916, 0.392893812, 0.392458462, 0.392115071, 0.393022394, 0.394657312, 0.394048526, 0.395603316, 0.39674743, 0.397075208, 0.39763316, 0.394938815, 0.398503587, 0.398444213, 0.398924338, 0.399246471, 0.398660428, 0.398210477, 0.395188529, 0.393779842, 0.392290129, 0.39131108, 0.388845519, 0.385029938, 0.381765169, 0.379694279, 0.377460613, 0.37534166, 0.373153294, 0.371874588]","[0.316974296, 0.317295578, 0.30967649, 0.301681287, 0.303326072, 0.302209458, 0.302865976, 0.301433118, 0.301359266, 0.299154635, 0.296963686, 0.297394961, 0.296870478, 0.296737502, 0.297011561, 0.295460277, 0.29281897, 0.293029131, 0.290282073, 0.287648212, 0.285905244, 0.28430605, 0.282730114, 0.280744527, 0.277730935, 0.276238924, 0.275126702, 0.273236429, 0.27182507, 0.273466879, 0.274587794, 0.274227973, 0.273592634, 0.271708112, 0.267858189, 0.262439725, 0.263073458, 0.263081682, 0.263723392, 0.265072648, 0.264982053]"
